Geneid,CTB_1st_717,CTB_1st_722,CTB_1st_732,EVT_1st_1026,EVT_1st_1087,EVT_1st_1089
ENSG00000200294.1,0,0,0,0,0,0
ENSG00000200295.1,0,0,0,0,0,0
ENSG00000200296.1,0,0,0,0,0,0
ENSG00000200298.1,0,0,0,0,0,0
ENSG00000200301.1,0,0,0,0,0,0
ENSG00000200303.1,0,0,0,0,0,0
ENSG00000200304.1,0,0,0,0,0,0
ENSG00000200305.1,0,0,0,0,0,0
ENSG00000200309.1,0,0,0,0,0,0
ENSG00000200310.1,0,0,0,0,0,0
ENSG00000200312.1,5.022,9.036,8.052,2.007,2.005,9.051
ENSG00000200313.1,0,0,0,0,0,0
ENSG00000200314.1,0,0,0,0,0,0
ENSG00000200318.2,0,0,0,0,0,0
ENSG00000200320.1,0,0,0,0,0,0
ENSG00000200325.1,0,0,0,0,0,0
ENSG00000200326.1,0,0,0,0,0,0
ENSG00000200327.1,0,0,0,0,0,0
ENSG00000200331.1,0,0,0,0,0,0
ENSG00000200332.1,0,0,0,0,0,0
ENSG00000200334.1,0,0,0,0,0,0
ENSG00000200336.1,0,0,0,0,0,0
ENSG00000200338.1,0,0,0,0,0,0
ENSG00000200340.1,0,0,0,0,0,0
ENSG00000200344.1,0,0,0,0,0,0
ENSG00000200345.2,0,0,0,0,0,0
ENSG00000200350.1,0,0,0,0,0,0
ENSG00000200351.1,0,0,0,0,0,0
ENSG00000200354.1,0,1.052,1,0.999,0,0
ENSG00000200355.1,0,0,0,0,0,0
ENSG00000200356.1,0,0,0,0,0,0
ENSG00000200360.1,0,0,0,0,0,0
ENSG00000200361.1,0,0,0,0,0,0
ENSG00000200366.1,0,0,0,0,0,0
ENSG00000200367.1,0,0,0,0,0,0
ENSG00000200369.1,0,0,0,0,0,0
ENSG00000200372.1,0,0,0,0,0,0
ENSG00000200376.1,0,0,0,0,0,0
ENSG00000200377.1,0,0,0,0,0,0
ENSG00000200378.1,0,0,0,0,0,0
ENSG00000200379.1,0,0,0,0,0,0
ENSG00000200385.1,0,0,0,0,0,0
ENSG00000200388.1,0,0,0,0,0,0
ENSG00000200389.1,0,0,0,0,0,0
ENSG00000200390.1,0,0,0,0,0,0
ENSG00000200391.1,0,0,0,0,0,0
ENSG00000200393.1,0,0,0,0,0,0
ENSG00000200394.1,0,0,0,0,0,1
ENSG00000200397.1,0,0,0,0,0,0
ENSG00000200398.1,0,0,0,0,0,0
ENSG00000200403.1,0,0,0,0,0,0
ENSG00000200406.1,0,0,0,0,0,0
ENSG00000200407.1,0,0,0,0,0,0
ENSG00000200408.1,0,0,0,0,0,0
ENSG00000200411.1,0,0,0,0,0,0
ENSG00000200413.1,0,0,0,0,0,0
ENSG00000200418.1,0,0,0,0,0,0
ENSG00000200419.1,0,0,0,0,0,0
ENSG00000200421.1,0,0,0,0,0,0
ENSG00000200422.1,0,0,0,0,0,0
ENSG00000200424.1,0,0,0,0,0,0
ENSG00000200427.1,0,0,0,0,0,0
ENSG00000200428.1,0,0,0,0,0,0
ENSG00000200431.1,0,0,0,0,0,0
ENSG00000200432.1,0,0,0,0,0,0
ENSG00000200434.1,0,0,0,0,0,0
ENSG00000200436.1,0,0,0,0,0,0
ENSG00000200437.1,0,0,0,0,0,0
ENSG00000200443.1,0,0,0,0,0,0
ENSG00000200444.1,0,0,0,0,0,0
ENSG00000200446.1,0,0,0,0,0,0
ENSG00000200448.1,0,0,0,0,0,0
ENSG00000200455.1,0,0,0,0,0,0
ENSG00000200456.1,0,0,0,0,0,0
ENSG00000200462.1,0,0,0,0,0,0
ENSG00000200463.1,0,0,0,0,0,0
ENSG00000200468.1,0,0,0,0,0,0
ENSG00000200469.1,0,0,0,0,0,0
ENSG00000200471.1,0,0,0,0,0,0
ENSG00000200472.1,0,0,0,0,0,0
ENSG00000200473.1,0,0,0,0,0,0
ENSG00000200475.1,0,0,0,0,0,0
ENSG00000200478.1,0,0,0,0,0,0
ENSG00000200480.1,0,0,0,0,0,0
ENSG00000200483.1,0,0,0,0,0,0
ENSG00000200484.1,0,0,0,0,0,0
ENSG00000200485.1,0,0,0,0,0,0
ENSG00000200486.1,0,0,0,0,0,0
ENSG00000200487.1,0,0,0,0,0,0
ENSG00000200488.1,710.432,3605.618,585.596,502.363,1303.551,1258.569
ENSG00000200492.2,0,0,0,0,0,0
ENSG00000200494.1,0,0,0,0,0,0
ENSG00000200495.1,0,0,0,0,0,0
ENSG00000200496.1,0,0,0,0,0,0
ENSG00000200502.1,0,0,0,0,0,0
ENSG00000200503.1,0,0,0,0,0,0
ENSG00000200506.1,0,0,0,0,0,0
ENSG00000200508.1,0,0,0,0,0,0
ENSG00000200516.1,0,0,0,0,0,0
ENSG00000200520.1,0,0,0,0,0,0
ENSG00000200521.1,0,0,0,0,0,0
ENSG00000200522.1,0,0,0,0,0,0
ENSG00000200525.1,0,0,0,0,0,0
ENSG00000200526.1,0,0,0,0,0,0
ENSG00000200527.1,0,0,0,0,0,0
ENSG00000200528.1,0,0,0,0,0,0
ENSG00000200530.1,0,0,0,0,0,0
ENSG00000200534.1,20,22,35,25,23,10
ENSG00000200536.1,0,0,0,0,0,0
ENSG00000200537.1,0,0,0,0,0,0
ENSG00000200538.2,0,0,0,0,0,0
ENSG00000200544.1,0,0,0,0,0,0
ENSG00000200545.2,0,0,0,0,0,0
ENSG00000200547.1,0,0,0,0,0,0
ENSG00000200550.1,0,0,0,0,0,0
ENSG00000200553.1,0,0,0,0,0,0
ENSG00000200554.1,0,0,0,0,0,0
ENSG00000200555.1,0,0,0,0,0,0
ENSG00000200556.1,0,0,0,0,0,0
ENSG00000200558.1,0,0,0,0,0,0
ENSG00000200560.1,0,0,0,0,0,0
ENSG00000200563.1,0,0,0,0,0,0
ENSG00000200564.1,0,0,0,0,0,0
ENSG00000200566.1,0,0,0,0,0,0
ENSG00000200570.1,0,0,0,0,0,0
ENSG00000200571.1,0,0,0,0,0,0
ENSG00000200572.1,0,0,0,0,0,0
ENSG00000200575.1,0,0,0,0,0,0
ENSG00000200579.1,0,0,0,0,0,0
ENSG00000200587.1,0,0,0,0,0,0
ENSG00000200591.1,0,0,0,0,0,0
ENSG00000200593.1,0,0,0,0,0,0
ENSG00000200594.1,0,0,0,0,0,0
ENSG00000200597.1,1,0,0,2,2,0
ENSG00000200600.1,0,0,0,0,0,0
ENSG00000200601.1,0,0,0,0,0,0
ENSG00000200605.1,0,0,0,0,0,0
ENSG00000200608.1,0,0,0,0,0,0
ENSG00000200610.1,0,0,0,0,0,0
ENSG00000200612.1,0,0,0,0,0,0
ENSG00000200613.1,0,0,0,0,0,0
ENSG00000200615.1,0,0,0,0,0,0
ENSG00000200616.1,0,0,0,0,0,0
ENSG00000200619.1,0,0,0,0,0,0
ENSG00000200620.1,0,0,0,0,0,0
ENSG00000200622.1,0,0,0,0,0,0
ENSG00000200623.1,0,0,0,0,0,0
ENSG00000200626.1,0,0,0,0,0,0
ENSG00000200629.1,0,0,0,0,0,0
ENSG00000200630.1,0,0,0,0,0,0
ENSG00000200632.1,0,0,0,0,0,0
ENSG00000200635.1,0,0,0,0,0,0
ENSG00000200636.1,0,0,0,0,0,0
ENSG00000200637.1,0,0,0,0,0,0
ENSG00000200638.1,0,0,0,0,0,0
ENSG00000200645.1,0,0,0,0,0,0
ENSG00000200646.1,0,0,0,0,0,0
ENSG00000200648.1,0,0,0,0,0,0
ENSG00000200650.1,0,0,0,0,0,0
ENSG00000200651.1,0,0,0,0,0,0
ENSG00000200652.1,0,0,0,0,0,0
ENSG00000200653.1,0,0,0,0,0,0
ENSG00000200656.1,0,0,0,0,0,0
ENSG00000200661.1,0,0,0,0,0,0
ENSG00000200664.1,0,0,0,0,0,0
ENSG00000200665.1,0,0,0,0,0,0
ENSG00000200670.1,0,0,0,0,0,0
ENSG00000200673.1,0,0,0,0,0,0
ENSG00000200674.1,0,0,3,3,0,0
ENSG00000200677.1,0,0,0,0,0,0
ENSG00000200680.1,0,0,0,0,0,0
ENSG00000200681.1,0,0,0,0,0,0
ENSG00000200683.1,0,0,0,0,0,0
ENSG00000200685.1,0,0,0,0,0,0
ENSG00000200686.1,0,0,0,0,0,0
ENSG00000200687.1,0,0,0,0,0,0
ENSG00000200688.1,0,0,0,0,0,0
ENSG00000200693.2,0,0,0,0,0,0
ENSG00000200701.1,0,0,0,0,0,0
ENSG00000200702.1,0,0,0,0,0,0
ENSG00000200703.1,0,0,0,0,0,0
ENSG00000200706.1,0,0,0,0,0,0
ENSG00000200708.1,0,0,0,0,0,0
ENSG00000200709.1,0,0,0,0,0,0
ENSG00000200711.1,0,0,0,0,0,0
ENSG00000200713.1,0,0,0,0,0,0
ENSG00000200714.1,0,0,0,0,0,0
ENSG00000200718.1,0,0,0,0,0,0
ENSG00000200719.1,0,0,0,0,0,0
ENSG00000200720.1,0,0,0,0,0,0
ENSG00000200726.1,0,0,0,0,0,0
ENSG00000200728.1,0,0,0,0,0,0
ENSG00000200731.1,0,0,0,0,1,0
ENSG00000200732.1,0,0,0,0,0,0
ENSG00000200733.1,0,0,0,0,0,0
ENSG00000200737.1,0,0,0,0,0,0
ENSG00000200738.1,0,0,0,0,0,0
ENSG00000200741.1,0,0,0,0,0,0
ENSG00000200742.1,0,0,0,0,0,0
ENSG00000200745.1,0,0,0,0,0,0
ENSG00000200750.1,0,0,0,0,0,0
ENSG00000200752.1,0,0,0,0,0,0
ENSG00000200753.1,0,0,0,0,0,0
ENSG00000200754.1,0,0,0,0,0,0
ENSG00000200755.1,0,0,0,0,0,0
ENSG00000200756.1,0,0,0,0,0,0
ENSG00000200757.1,0,0,0,0,0,0
ENSG00000200759.1,0,0,0,0,0,0
ENSG00000200761.1,0,0,0,0,0,0
ENSG00000200763.1,0,0,0,0,0,0
ENSG00000200764.1,0,0,0,0,0,0
ENSG00000200769.1,0,0,0,0,0,0
ENSG00000200774.1,0,0,0,0,0,0
ENSG00000200779.1,0,0,0,0,0,0
ENSG00000200783.1,2,0,0,0,0,1
ENSG00000200785.1,0,0,0,0,0,0
ENSG00000200786.1,0,0,0,0,0,0
ENSG00000200788.1,0,0,0,0,0,0
ENSG00000200789.1,0,0,0,0,0,0
ENSG00000200792.1,0,0,0,0,0,0
ENSG00000200794.1,0,0,0,0,0,0
ENSG00000200795.1,2,7,4,0,4,7
ENSG00000200796.1,0,0,0,0,0,0
ENSG00000200799.1,0,0,0,0,0,0
ENSG00000200800.1,0,0,0,0,0,0
ENSG00000200801.1,0,0,0,0,0,0
ENSG00000200806.1,0,0,0,0,0,0
ENSG00000200807.1,0,0,0,0,0,0
ENSG00000200812.1,0,0,0,0,0,0
ENSG00000200814.1,0,0,0,0,0,0
ENSG00000200815.1,0,0,0,0,0,0
ENSG00000200816.1,0,0,0,1,0,0
ENSG00000200817.1,0,0,0,0,0,0
ENSG00000200818.1,0,0,0,0,0,0
ENSG00000200822.1,0,0,0,0,0,0
ENSG00000200823.1,0,0,0,0,0,0
ENSG00000200827.1,0,0,0,0,0,0
ENSG00000200829.1,0,0,0,0,0,0
ENSG00000200830.1,0,0,0,0,0,0
ENSG00000200831.1,0,0,0,0,0,0
ENSG00000200832.1,0,0,0,0,0,0
ENSG00000200834.1,0,0,0,0,0,0
ENSG00000200839.1,0,0,0,0,0,0
ENSG00000200840.1,0,0,0,0,0,0
ENSG00000200842.1,0,0,0,0,0,0
ENSG00000200847.1,0,0,0,0,0,0
ENSG00000200849.1,0,0,0,0,0,0
ENSG00000200852.1,0,0,0,0,0,0
ENSG00000200855.1,0,0,0,0,0,0
ENSG00000200857.1,0,0,0,0,0,0
ENSG00000200860.1,0,0,0,0,0,0
ENSG00000200867.1,0,0,0,0,0,0
ENSG00000200869.1,0,0,0,0,0,0
ENSG00000200871.1,0,0,0,0,0,0
ENSG00000200872.1,0,0,0,0,0,0
ENSG00000200873.1,0,0,0,0,0,0
ENSG00000200874.1,0,0,0,0,0,0
ENSG00000200875.1,0,0,0,0,0,0
ENSG00000200877.1,0,0,0,0,0,0
ENSG00000200879.1,0,0,0,0,0,0
ENSG00000200882.1,0,0,0,0,0,0
ENSG00000200883.1,0,0,0,0,0,0
ENSG00000200884.1,0,0,0,0,0,0
ENSG00000200885.1,0,0,0,0,0,0
ENSG00000200887.1,0,0,0,0,0,0
ENSG00000200888.1,0,0,0,0,0,0
ENSG00000200889.1,0,0,0,0,0,0
ENSG00000200890.1,0,0,0,0,0,0
ENSG00000200891.1,0,0,0,0,0,0
ENSG00000200893.1,0,0,0,0,0,0
ENSG00000200895.1,0,0,0,0,0,0
ENSG00000200897.1,0,0,0,0,0,0
ENSG00000200898.1,0,0,0,0,0,0
ENSG00000200902.1,0,0,0,0,0,0
ENSG00000200903.1,0,0,0,0,0,0
ENSG00000200906.1,0,0,0,0,0,0
ENSG00000200913.1,0,0,0,0,0,0
ENSG00000200914.1,0,0,0,0,0,0
ENSG00000200917.1,0,0,0,0,0,0
ENSG00000200922.1,0,0,0,0,0,0
ENSG00000200924.1,0,0,0,0,0,0
ENSG00000200926.1,0,0,0,0,0,0
ENSG00000200935.1,0,0,0,0,0,0
ENSG00000200941.1,0,0,0,0,0,0
ENSG00000200942.1,0,0,0,0,0,0
ENSG00000200949.1,0,0,0,0,0,0
ENSG00000200953.1,0,0,0,0,0,0
ENSG00000200957.1,0,0,0,0,0,0
ENSG00000200959.1,190,261,102,36,33,44
ENSG00000200963.1,0,0,0,0,0,0
ENSG00000200966.1,0,0,0,0,0,0
ENSG00000200969.1,0,0,0,0,0,0
ENSG00000200972.1,0,0,0,0,0,0
ENSG00000200974.1,0,0,0,0,0,0
ENSG00000200975.1,0,0,0,0,0,0
ENSG00000200976.1,0,0,0,0,0,0
ENSG00000200982.1,0,0,0,0,0,0
ENSG00000200983.1,0,0,0,0,0,0
ENSG00000200985.1,0,0,0,0,0,0
ENSG00000200986.1,0,0,0,0,0,0
ENSG00000200987.1,0,0,0,0,0,0
ENSG00000200991.1,0,0,0,0,0,0
ENSG00000200997.1,121,91,94,29,90,26
ENSG00000200998.1,0,0,0,0,0,0
ENSG00000200999.1,0,0,0,0,0,0
ENSG00000201000.1,0,0,0,0,0,0
ENSG00000201001.1,0,0,0,0,0,0
ENSG00000201003.1,0,1,0,0,0,0
ENSG00000201006.1,0,0,0,0,0,0
ENSG00000201009.1,0,0,0,0,0,0
ENSG00000201010.1,0,0,0,0,0,0
ENSG00000201012.1,0,0,0,0,0,0
ENSG00000201013.1,0,0,0,0,0,0
ENSG00000201014.1,0,0,0,0,0,0
ENSG00000201015.1,0,0,0,0,0,0
ENSG00000201016.1,0,0,0,0,0,0
ENSG00000201021.1,0,0,0,0,0,0
ENSG00000201023.1,0,0,0,0,0,0
ENSG00000201025.1,0,0,0,0,0,0
ENSG00000201026.1,0,0,0,0,0,0
ENSG00000201027.1,0,0,0,0,0,0
ENSG00000201028.1,0,0,0,0,0,0
ENSG00000201031.1,0,0,0,0,0,0
ENSG00000201032.1,0,0,0,0,0,0
ENSG00000201033.1,0,0,0,0,0,0
ENSG00000201034.1,0,0,0,0,0,0
ENSG00000201035.1,0,0,0,0,0,0
ENSG00000201036.1,0,0,0,0,0,0
ENSG00000201041.1,0,0,0,0,0,0
ENSG00000201042.1,0,0,0,0,0,0
ENSG00000201044.1,0,0,0,0,0,0
ENSG00000201047.1,0,0,0,0,0,0
ENSG00000201048.1,0,0,0,0,0,0
ENSG00000201050.1,0,0,0,0,0,0
ENSG00000201059.1,0,0,0,0,0,0
ENSG00000201065.1,0,0,0,0,0,0
ENSG00000201066.1,0,0,0,0,0,0
ENSG00000201070.1,0,0,0,0,0,0
ENSG00000201071.1,0,0,0,0,0,0
ENSG00000201074.1,0,0,0,0,0,0
ENSG00000201075.2,0,0,0,0,0,0
ENSG00000201076.1,0,0,0,1,1,0
ENSG00000201077.1,0,0,0,0,0,0
ENSG00000201078.1,0,0,0,0,0,0
ENSG00000201085.1,0,0,0,0,0,0
ENSG00000201086.1,0,0,0,0,0,0
ENSG00000201088.1,0,0,0,0,0,0
ENSG00000201095.1,0,0,0,0,0,0
ENSG00000201096.1,0,0,0,0,0,0
ENSG00000201097.1,0,0,0,0,0,0
ENSG00000201098.1,0,0,0,0,0,0
ENSG00000201102.1,0,0,0,0,0,0
ENSG00000201109.1,0,0,0,0,0,0
ENSG00000201113.1,0,0,0,0,0,0
ENSG00000201114.1,0,0,0,0,0,0
ENSG00000201118.1,0,0,0,0,0,0
ENSG00000201119.1,0,0,0,0,0,0
ENSG00000201121.1,0,0,0,0,0,0
ENSG00000201129.1,0,0,0,0,0,0
ENSG00000201133.1,0,0,0,0,0,0
ENSG00000201134.1,0,0,0,0,0,0
ENSG00000201135.1,0,0,0,0,0,0
ENSG00000201136.1,0,0,0,0,0,0
ENSG00000201140.1,0,0,0,0,0,0
ENSG00000201142.1,0,0,0,0,0,0
ENSG00000201143.1,0,0,0,0,0,0
ENSG00000201145.1,0,0,0,0,0,0
ENSG00000201148.1,0,0,0,0,0,0
ENSG00000201151.1,0,0,0,0,0,0
ENSG00000201153.1,0,0,0,0,0,0
ENSG00000201155.1,0,0,0,0,0,0
ENSG00000201157.1,0,0,0,0,0,0
ENSG00000201160.1,0,0,0,0,0,0
ENSG00000201161.1,0,0,0,0,0,0
ENSG00000201162.1,0,0,0,0,0,0
ENSG00000201164.1,0,0,0,0,0,0
ENSG00000201165.1,0,0,0,0,0,0
ENSG00000201168.1,0,0,0,0,0,0
ENSG00000201170.1,0,0,0,0,0,0
ENSG00000201176.1,0,0,0,0,0,0
ENSG00000201178.1,0,0,0,0,0,0
ENSG00000201179.1,0,0,0,0,0,0
ENSG00000201180.1,0,0,0,0,0,0
ENSG00000201182.1,0,0,0,0,0,0
ENSG00000201183.1,8,5,12,0,2,4
ENSG00000201184.1,0,0,0,0,0,0
ENSG00000201185.1,0,0,0,0,0,0
ENSG00000201186.1,0,0,0,0,0,0
ENSG00000201196.1,0,0,0,0,0,0
ENSG00000201198.1,0,0,0,0,0,0
ENSG00000201201.1,0,0,0,0,0,0
ENSG00000201207.1,0,0,0,0,0,0
ENSG00000201208.1,0,0,0,0,0,0
ENSG00000201209.1,0,0,0,0,0,0
ENSG00000201210.1,0,0,0,0,0,0
ENSG00000201216.1,0,0,0,0,0,0
ENSG00000201217.1,0,0,0,0,0,0
ENSG00000201218.1,0,0,0,0,0,0
ENSG00000201221.1,0,0,0,0,0,0
ENSG00000201223.1,0,0,0,0,0,0
ENSG00000201228.1,0,0,0,0,0,0
ENSG00000201229.1,0,0,0,0,0,0
ENSG00000201231.1,0,0,0,0,0,0
ENSG00000201239.1,0,0,0,0,0,0
ENSG00000201240.1,0,0,0,0,0,0
ENSG00000201241.1,0,0,0,0,0,0
ENSG00000201242.1,0,0,0,0,0,0
ENSG00000201243.1,0,0,0,0,0,0
ENSG00000201245.1,0,0,0,0,0,0
ENSG00000201247.1,0,0,0,0,0,0
ENSG00000201253.1,0,0,0,0,0,0
ENSG00000201255.1,0,0,0,0,0,0
ENSG00000201260.1,0,0,0,0,0,0
ENSG00000201263.1,0,0,0,0,0,0
ENSG00000201264.1,0,0,0,0,0,0
ENSG00000201270.1,0,0,0,0,0,0
ENSG00000201271.1,0,0,0,0,0,0
ENSG00000201273.1,0,0,0,0,0,0
ENSG00000201274.1,0,0,0,0,0,0
ENSG00000201277.1,0,0,0,0,0,0
ENSG00000201279.1,0,0,0,0,0,0
ENSG00000201282.1,0,0,0,0,0,0
ENSG00000201285.1,0,0,0,0,0,0
ENSG00000201287.1,0,0,0,0,0,0
ENSG00000201288.1,0,0,0,0,0,0
ENSG00000201289.1,0,0,0,0,0,0
ENSG00000201291.1,0,0,0,0,0,0
ENSG00000201292.1,0,0,0,0,0,0
ENSG00000201294.1,0,0,0,0,0,0
ENSG00000201296.1,0,0,0,0,0,0
ENSG00000201297.1,0,0,0,0,0,0
ENSG00000201298.1,0,0,0,0,0,0
ENSG00000201300.1,0,0,0,0,0,0
ENSG00000201301.1,0,0,0,0,0,0
ENSG00000201302.1,5,7,15,5,10,6
ENSG00000201308.1,0,0,0,0,0,0
ENSG00000201309.1,0,0,0,0,0,0
ENSG00000201311.1,0,0,0,0,0,0
ENSG00000201312.1,0,0,0,0,0,0
ENSG00000201314.1,0,0,0,0,0,0
ENSG00000201315.1,0,0,0,0,0,0
ENSG00000201316.1,0,0,0,0,0,0
ENSG00000201317.1,0,0,0,0,0,0
ENSG00000201318.1,0,0,0,0,0,0
ENSG00000201321.1,0,0,0,0,0,0
ENSG00000201324.1,0,0,0,0,0,0
ENSG00000201325.1,0,0,0,0,0,0
ENSG00000201326.1,0,0,0,0,0,0
ENSG00000201329.2,0,0,0,0,0,0
ENSG00000201330.1,0,0,0,0,0,0
ENSG00000201331.1,0,0,0,0,0,0
ENSG00000201339.1,0,0,0,0,0,0
ENSG00000201340.1,0,0,0,0,0,0
ENSG00000201341.1,0,0,0,0,0,0
ENSG00000201342.1,0,0,0,0,0,0
ENSG00000201343.1,0,0,0,0,0,0
ENSG00000201346.2,0,0,0,0,0,0
ENSG00000201347.1,0,0,0,0,0,0
ENSG00000201348.1,0,0,0,0,0,0
ENSG00000201351.1,0,0,0,0,0,0
ENSG00000201354.1,0,0,0,0,0,0
ENSG00000201356.1,0,0,0,0,0,0
ENSG00000201358.1,0,0,0,0,0,0
ENSG00000201361.1,0,0,0,0,0,0
ENSG00000201363.2,0,0,0,0,0,0
ENSG00000201364.1,0,0,0,0,0,0
ENSG00000201365.1,0,0,0,0,0,0
ENSG00000201367.1,0,0,0,0,0,0
ENSG00000201368.2,0,0,0,0,0,0
ENSG00000201370.1,0,0,0,0,0,0
ENSG00000201371.1,0,0,0,0,0,0
ENSG00000201372.1,0,0,0,0,0,0
ENSG00000201376.1,0,1,0,1,0,0
ENSG00000201377.1,0,0,0,0,0,0
ENSG00000201379.1,0,0,0,0,0,0
ENSG00000201382.1,0,0,0,0,0,0
ENSG00000201384.1,0,0,0,0,0,0
ENSG00000201386.1,0,0,0,0,0,0
ENSG00000201388.1,1,0,0,0,0,0
ENSG00000201390.1,0,0,0,0,0,0
ENSG00000201392.1,0,0,0,0,0,0
ENSG00000201393.1,0,0,0,0,0,0
ENSG00000201394.1,0,0,0,0,0,0
ENSG00000201395.1,0,0,0,0,0,0
ENSG00000201398.1,0,0,0,0,0,0
ENSG00000201403.1,0,0,0,0,0,0
ENSG00000201405.1,0,0,0,0,0,0
ENSG00000201407.1,0,0,0,0,0,0
ENSG00000201410.1,0,0,0,0,0,0
ENSG00000201412.1,0,0,0,0,0,0
ENSG00000201413.1,0,0,0,0,0,0
ENSG00000201415.1,0,0,0,0,0,0
ENSG00000201420.1,0,0,0,0,0,0
ENSG00000201421.1,0,0,0,0,0,0
ENSG00000201423.1,0,0,0,0,0,0
ENSG00000201426.1,0,0,0,0,0,0
ENSG00000201428.1,3158.895,4421.702,2504.048,1374.855,2316.439,3133.662
ENSG00000201431.1,0,0,0,0,0,0
ENSG00000201432.1,0,0,0,0,0,0
ENSG00000201433.1,0,0,0,0,0,0
ENSG00000201435.1,1,0,0,1,0,2
ENSG00000201436.1,0,0,0,0,0,0
ENSG00000201439.1,0,0,0,0,0,0
ENSG00000201440.1,0,0,0,0,0,0
ENSG00000201441.1,0,0,0,0,0,0
ENSG00000201442.2,0,0,0,0,0,0
ENSG00000201443.1,0,0,0,0,0,0
ENSG00000201444.1,0,0,0,0,0,0
ENSG00000201447.1,0,0,0,0,0,0
ENSG00000201448.1,0,0,0,0,0,0
ENSG00000201451.1,0,0,0,0,0,0
ENSG00000201452.1,0,0,0,0,0,0
ENSG00000201457.1,0,0,0,0,0,0
ENSG00000201458.1,0,0,0,0,0,0
ENSG00000201464.1,0,0,0,0,0,0
ENSG00000201465.1,0,0,0,0,0,0
ENSG00000201466.1,0,0,0,0,0,0
ENSG00000201467.1,0,0,0,0,0,0
ENSG00000201469.1,0,0,0,0,0,0
ENSG00000201470.1,0,0,0,0,0,0
ENSG00000201474.1,0,0,0,0,0,0
ENSG00000201476.1,0,0,0,0,0,0
ENSG00000201482.1,0,0,0,0,0,0
ENSG00000201483.1,0,0,0,0,0,0
ENSG00000201487.1,0,0,0,0,0,0
ENSG00000201489.1,0,0,0,0,0,0
ENSG00000201491.1,0,0,0,0,0,0
ENSG00000201492.1,0,0,0,0,0,0
ENSG00000201493.1,0,1,0,0,0,0
ENSG00000201496.1,0,0,1,0,0,0
ENSG00000201498.1,0,0,0,0,0,0
ENSG00000201499.1,0,0,0,0,0,0
ENSG00000201500.1,0,0,0,0,0,0
ENSG00000201501.1,0,0,0,0,0,0
ENSG00000201502.1,0,0,0,0,0,0
ENSG00000201510.1,0,0,0,0,0,0
ENSG00000201511.1,0,0,0,0,0,0
ENSG00000201512.1,0,0,0,0,0,0
ENSG00000201516.1,0,0,0,0,0,0
ENSG00000201517.1,0,0,0,0,0,0
ENSG00000201518.1,0,0,0,0,0,0
ENSG00000201519.1,0,0,0,0,0,0
ENSG00000201523.1,0,0,0,0,0,0
ENSG00000201524.1,0,0,0,0,0,0
ENSG00000201527.1,0,0,0,0,0,0
ENSG00000201529.1,0,0,0,0,0,0
ENSG00000201532.1,0,0,0,0,0,0
ENSG00000201533.1,0,0,0,0,0,0
ENSG00000201535.2,0,0,0,0,0,0
ENSG00000201541.1,0,0,0,0,0,0
ENSG00000201542.1,0,0,0,0,0,0
ENSG00000201544.1,0,0,0,0,0,0
ENSG00000201545.1,0,0,0,0,0,0
ENSG00000201547.1,0,0,0,0,0,0
ENSG00000201548.1,0,0,0,0,0,0
ENSG00000201549.1,0,0,0,0,0,0
ENSG00000201550.1,0,0,0,0,0,0
ENSG00000201554.1,0,0,0,0,0,0
ENSG00000201555.1,0,0,0,0,0,0
ENSG00000201557.1,0,0,0,0,0,0
ENSG00000201558.1,44.551,43.321,32.139,6.91,30.25,14.566
ENSG00000201560.1,0,0,0,0,0,0
ENSG00000201563.1,0,0,0,0,0,0
ENSG00000201564.1,9,2,4,3,0,5
ENSG00000201565.1,0,0,0,0,0,0
ENSG00000201566.1,0,0,0,0,0,0
ENSG00000201567.1,0,0,0,0,0,0
ENSG00000201569.1,0,0,0,0,0,0
ENSG00000201570.1,0,0,0,0,0,0
ENSG00000201573.1,0,0,0,0,0,0
ENSG00000201574.1,0,0,0,0,0,0
ENSG00000201579.1,0,0,0,0,0,0
ENSG00000201581.1,0,0,1,3,1,0
ENSG00000201583.1,0,0,0,0,0,0
ENSG00000201584.1,0,0,0,0,0,0
ENSG00000201586.1,0,0,0,0,0,0
ENSG00000201591.1,0,0,0,0,0,0
ENSG00000201592.1,0,0,0,0,0,0
ENSG00000201594.1,0,0,0,0,0,0
ENSG00000201595.1,0,0,0,0,0,0
ENSG00000201596.1,0,0,0,0,0,0
ENSG00000201598.1,0,0,0,0,0,0
ENSG00000201600.1,0,0,0,0,0,0
ENSG00000201602.1,0,0,0,0,0,0
ENSG00000201604.1,0,0,0,0,0,0
ENSG00000201607.1,0,0,0,0,0,0
ENSG00000201608.1,0,0,0,0,0,0
ENSG00000201609.1,0,0,0,0,0,0
ENSG00000201610.1,0,0,0,0,0,0
ENSG00000201612.1,0,0,0,0,0,0
ENSG00000201613.1,0,0,0,0,0,0
ENSG00000201616.1,0,0,0,8,0,1
ENSG00000201618.1,0,0,0,0,0,0
ENSG00000201619.1,0,0,0,0,0,0
ENSG00000201620.1,0,0,0,0,0,0
ENSG00000201622.1,0,0,0,0,0,0
ENSG00000201623.1,0,0,0,0,0,0
ENSG00000201624.1,0,0,0,0,0,0
ENSG00000201627.1,0,0,0,0,0,0
ENSG00000201628.1,0,0,0,0,0,0
ENSG00000201633.1,0,0,0,0,0,0
ENSG00000201634.1,0,0,0,0,0,0
ENSG00000201635.1,0,0,0,0,0,0
