Geneid,CTB_1st_717,CTB_1st_722,CTB_1st_732,CTB_1st_734,CTB_1st_738,CTB_1st_750,EVT_1st_1026,EVT_1st_1087,EVT_1st_1089,EVT_1st_1094,EVT_1st_1096,EVT_1st_1097
ENSG00000189182.10,0,0,0,0,1,0,0,0,0,2,0,0
ENSG00000189184.12,335,30,2,1,5,3,63.003,9.001,0,35,5,33
ENSG00000189186.11,3,3,1,0,0,0,0,0,0,0,0,0
ENSG00000189190.11,663.941,1069.195,983.791,756.879,795.443,945.339,706.188,814.996,703.058,543.439,646,676.289
ENSG00000189195.15,593.165,791.003,812.283,595,825.082,580.001,499,603,475,388,546,534
ENSG00000189196.4,2,1,0,0,0,1,0,0,3,0,0,0
ENSG00000189212.15,0,0,0,0,8.945,3.767,0,0,0,0,0,2.226
ENSG00000189221.11,1132.009,2340.001,2065.002,1459.999,1496.999,1534.003,3755.944,2670,6519.16,4566.344,6229.266,6135.635
ENSG00000189223.15,1403.998,1411.999,1510.261,1181.243,1760.006,1657.402,1475.977,1364.328,1240,1396.001,1804,1290.005
ENSG00000189227.6,105,145,97.999,97.982,134,111,44,40,61,51,55,40
ENSG00000189229.12,78.851,137.896,58.117,109.04,67.157,44.819,51.627,44.499,10.164,21.915,38.842,68.897
ENSG00000189233.12,5,13.339,7.995,7,17,5,3,5,3,1,3,5
ENSG00000189238.6,5.273,4.949,5.727,6,5,5.92,5.779,1,0,5.421,3.023,3
ENSG00000189241.8,4136.097,3912.228,4401.32,3350.008,4997.478,3479.464,1498.043,1465.575,1892.949,1475.583,2080.148,1931.622
ENSG00000189252.4,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000189253.8,0,0,0,0,0,0,64.811,41,219.325,104,246.648,22.983
ENSG00000189266.13,7229.277,6818.026,7581.501,6232.793,8965.216,5595.951,4517.513,6029.435,4696.682,4175.347,5954.002,4732.616
ENSG00000189269.13,1,0,2,0,2,3,4,4,2,6,6,5
ENSG00000189275.6,0,0,0,0,0,0,0,5,0,0,0,0
ENSG00000189280.3,4,10,12,5,10,18,6,1,7,19,2,2
ENSG00000189283.11,202,246.469,260,169.999,247.001,264.045,29,19,37.002,25,33,36.999
ENSG00000189292.17,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000189295.13,0,1,0,0,0,0,1,0,0,0,0,0
ENSG00000189298.14,277.84,364.327,307.442,242.56,289.365,238.465,200.583,228.324,259.942,166.195,260.543,252.573
ENSG00000189299.7,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000189306.11,2493.649,2687.433,3639.614,2064.564,2875.526,1838.01,1161.545,1127.386,1676.325,795.882,1698.237,1434.958
ENSG00000189308.11,1395.968,1548,1565.101,1365.995,1837.886,1012.445,907.998,933.997,868.998,652.001,1065.348,1058.582
ENSG00000189316.3,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000189319.14,1787.855,1632.892,1559.119,1497.223,1709.933,1343.431,2099.965,2580.626,2478.561,1723.462,3553.633,3444.697
ENSG00000189320.9,4,2.958,9,0,3,14,0,0,0,0,0,0
ENSG00000189325.7,0,0,0,1,0,0,1,0,0,2,0,0
ENSG00000189326.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189332.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189334.9,3,6,12,9,3,5,5,4,7,19,8,8
ENSG00000189337.17,290,414.001,460.001,328.001,392.003,329.02,473.019,551.317,444.004,410,551,566.999
ENSG00000189339.12,2322.972,2487.318,2578.946,2893.08,2116.352,2373.763,1713.661,1723.986,2064.741,1412.141,2247.169,2060.407
ENSG00000189343.7,22.252,21.502,11.732,25.143,24.796,13.074,11.164,7.318,21.81,5.571,11.537,18.084
ENSG00000189348.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189350.13,1,1,1,1,4,2,7,8,4,3,6,5
ENSG00000189357.9,1,0,0,0,0,1,0,0,0,0,0,1
ENSG00000189362.12,337.001,315.137,341,224,354,279.999,156,106.999,77.001,74,129,121
ENSG00000189366.13,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189367.15,9,6,0,3,6,6.037,2,3,8,1.424,2.159,1
ENSG00000189369.9,245.007,193,113,86,170,197,25,88,50,26,40,139
ENSG00000189372.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189375.12,1,1,0,0,2,0,0,0,2,0,0,0
ENSG00000189376.12,527.268,471.791,583.61,459.542,647.566,384.694,454.5,440.599,385.543,290.289,542.168,458.358
ENSG00000189377.9,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000189398.5,0,0,0,0,0,0,0,0,0,0,0,2.967
